match_id,event_idx,attacker_id,defender_id,duration_s,n_frames,tau_d,f_d,theta_d_deg,fit_error,d_start,d_end,d_mean,d_min,d_max
J03WMX,17,DFL-OBJ-0026PM,DFL-OBJ-002GKO,2.32,59,20.0,2.442879366405244,72.26039220865779,1.8628817710333512,6.1568174126829085,0.8359273886757358,3.2624698667766507,0.8359273886757358,6.1568174126829085
J03WMX,18,DFL-OBJ-0002AU,DFL-OBJ-002GKO,1.84,47,0.6577865110337155,8.79257321970565,61.456567331520134,0.8828072011705701,3.044915842779289,1.1541264628554184,1.7060324190576928,1.1541264628554184,3.044915842779289
J03WMX,19,DFL-OBJ-0028BD,DFL-OBJ-0027G0,4.0,101,20.0,0.4998754066888941,-154.0392764814586,2.127860420728002,3.0322071184775385,1.0418218694099923,1.5206723873024879,0.7062231114758035,3.0322071184775385
J03WMX,20,DFL-OBJ-000270,DFL-OBJ-0027KL,1.44,37,19.993075549293152,0.9787069025113669,-111.76688163934658,0.9473773908801323,1.2638125299402565,0.46338653921503414,0.7932460724961673,0.46338653921503414,1.2638125299402565
J03WMX,21,DFL-OBJ-J01APO,DFL-OBJ-J01BGM,4.72,119,0.3239640859956133,20.0,36.894756598578915,1.6805762853912323,15.375883514549695,2.084370479185406,9.3536528106794,2.084370479185406,15.375883514549695
J03WMX,22,DFL-OBJ-002GKO,DFL-OBJ-0002F5,3.4,86,1.3823944308748932,4.191211330553024,-146.13014304673854,4.255272530227206,9.049831411445707,5.862186602357332,8.507660861147333,5.862186602357332,9.34398880244607
J03WMX,23,DFL-OBJ-002GKO,DFL-OBJ-0002F5,1.48,38,20.0,3.780359733842266,29.638236263010498,0.3359288040971744,3.0842108481548722,0.5275056652729827,2.4432521397693394,0.5275056652729827,3.212387625589505
J03WMX,24,DFL-OBJ-J01D1W,DFL-OBJ-0000IA,1.8,46,0.863176508179213,9.33710198764708,50.34919260015425,0.3750630219741135,6.8679439523414425,1.1604215425860422,3.4970012607059373,1.1604215425860422,6.8679439523414425
J03WMX,25,DFL-OBJ-000270,DFL-OBJ-J017RE,2.2,56,20.0,1.48571790716824,38.53151713390209,0.28500925636766433,11.138114627798508,9.101569032311433,11.855608375458297,9.101569032311433,13.017684887755
J03WMX,26,DFL-OBJ-0027AX,DFL-OBJ-0002F5,2.6,66,20.0,3.861609820751649,-135.4025723323413,3.141871437825945,4.340298467170068,1.6514029463785984,2.097682731214012,1.3189477532541158,4.340298467170068
J03WMX,27,DFL-OBJ-0028BD,DFL-OBJ-0026PM,1.32,34,0.38993663797693634,13.723583648857428,61.126138154860826,1.088164595919226,3.0386322127524203,2.7656737317997826,2.7537879405610997,2.417535217879232,3.1103775600091956
J03WMX,28,DFL-OBJ-0027KL,DFL-OBJ-0027AX,2.24,57,0.5611024842653415,10.375629949790808,-42.84743868471732,0.18779734937734857,11.751144464905492,2.986237629578927,7.338762955843307,2.986237629578927,11.751144464905492
J03WMX,29,DFL-OBJ-0002BO,DFL-OBJ-0026PM,1.08,28,19.990448426245553,0.43495040449217937,108.19137402698864,0.10330199533120646,6.482892272424793,6.029489654270135,6.399426717003345,6.029489654270135,6.521516301340028
J03WMX,30,DFL-OBJ-0002F5,DFL-OBJ-0028BD,3.72,94,1.237204846254746,7.442937996196501,6.8693104494397845,3.4682351444387414,1.517652418705664,1.3296338682150708,1.883821989328147,1.077957057434684,2.893599119035501
J03WMX,31,DFL-OBJ-002G4A,DFL-OBJ-0027G6,1.8800000000000001,48,0.49330862196204345,12.028081597154436,-22.201043296019968,0.23149820915591554,5.278740362039514,0.9657734989754908,2.955276930785441,0.9657734989754908,5.278740362039514
J03WMX,32,DFL-OBJ-002GKO,DFL-OBJ-J01B8N,4.04,102,0.24468315387544137,20.0,-26.68384677933567,3.953214100831494,7.070276060178996,1.7651444985820104,2.9100564410853424,1.5100139374073611,7.070276060178996
J03WMX,33,DFL-OBJ-0027B6,DFL-OBJ-0026PM,1.44,37,2.298784866899727,2.0393840855910623,42.56220144239105,0.15505425115412907,8.814624432565342,7.864423552574686,8.356489193398248,7.864423552574686,8.814624432565342
J03WMX,34,DFL-OBJ-J01D1W,DFL-OBJ-0002AU,7.28,183,0.20890460508607062,3.9512562984737136,91.78304131840895,19.91373125670776,19.776544366082884,2.4660224862080504,11.39515614635246,2.4660224862080504,19.776544366082884
J03WMX,35,DFL-OBJ-0027KL,DFL-OBJ-000270,5.68,143,20.0,1.6110507558069562,-144.00183145012483,8.51576033928658,13.296410655763042,1.1751365711926245,4.631230406122388,1.1092293741358277,13.296410655763042
J03WMX,36,DFL-OBJ-J01B8N,DFL-OBJ-002GKO,4.28,108,0.5049568974770156,9.512104701875908,-26.171231693400944,1.5038209957721336,4.983968833126207,1.554509058641031,3.881397597388514,1.554509058641031,4.983968833126207
J03WMX,37,DFL-OBJ-J01D1W,DFL-OBJ-0026PM,1.76,45,3.7873365152027403,4.479248732901917,-79.00935030181637,0.5436420103666234,8.810005559140524,2.638311381002391,5.459436660114542,2.638311381002391,8.810005559140524
J03WMX,38,DFL-OBJ-J01D1W,DFL-OBJ-0027G6,2.56,65,20.0,2.771837391020514,74.15548933445284,2.375017805607853,9.058927484641268,0.6691451414335882,4.547718704898316,0.6691451414335882,9.058927484641268
